Ecosystem,Namespace,Name,Version,Artifact,Published,Detected
npm,@antv,f-lottie,1.11.0,,2026-05-19T01:56:41.624Z,2026-05-19T02:04:48.785Z
npm,@antv,x6-plugin-history,2.3.4,,2026-05-19T01:56:42.702Z,2026-05-19T02:04:48.178Z
npm,@antv,g-plugin-3d,2.2.1,,2026-05-19T01:56:42.231Z,2026-05-19T02:04:47.884Z
npm,@antv,d3-interpolate,1.1.3,,2026-05-19T01:56:42.407Z,2026-05-19T02:04:47.453Z
npm,@antv,xflow-hook,1.1.55,,2026-05-19T01:56:43.186Z,2026-05-19T02:04:44.992Z
npm,@antv,g-css-layout-api,1.1.38,,2026-05-19T01:56:42.709Z,2026-05-19T02:04:43.899Z
npm,@antv,g-webgpu,2.2.1,,2026-05-19T01:56:43.400Z,2026-05-19T02:04:43.770Z
npm,,lint-md-cli,0.2.2,,2026-05-19T01:56:40.642Z,2026-05-19T02:04:43.327Z
npm,@antv,g-plugin-rough-canvas-renderer,2.2.1,,2026-05-19T01:56:42.333Z,2026-05-19T02:04:42.043Z
npm,@antv,x6-react,0.2.26,,2026-05-19T01:56:41.188Z,2026-05-19T02:04:41.836Z
npm,@antv,color-schema,0.3.3,,2026-05-19T01:56:41.733Z,2026-05-19T02:04:41.725Z
npm,@antv,my-f2-pc,0.2.1,,2026-05-19T01:56:41.529Z,2026-05-19T02:04:41.409Z
npm,@antv,react-g,2.2.1,,2026-05-19T01:56:42.123Z,2026-05-19T02:04:40.019Z
npm,@antv,l7-scene,2.26.10,,2026-05-19T01:56:42.861Z,2026-05-19T02:04:39.590Z
npm,@antv,g-web-components,2.2.1,,2026-05-19T01:56:42.142Z,2026-05-19T02:04:39.099Z
npm,@antv,g6-cli,0.1.4,,2026-05-19T01:56:42.616Z,2026-05-19T02:04:38.318Z
npm,@antv,g-plugin-annotation,1.3.0,,2026-05-19T01:56:41.735Z,2026-05-19T02:04:38.317Z
npm,@antv,g-plugin-webgpu-device,1.10.17,,2026-05-19T01:56:42.695Z,2026-05-19T02:04:37.951Z
npm,@antv,g-plugin-canvaskit-renderer,2.4.1,,2026-05-19T01:56:42.854Z,2026-05-19T02:04:37.581Z
npm,,miz,1.1.1,,2026-05-19T01:56:42.223Z,2026-05-19T02:04:37.555Z
npm,@antv,l7-three,2.26.10,,2026-05-19T01:56:43.665Z,2026-05-19T02:04:37.449Z
npm,@antv,l7,2.26.10,,2026-05-19T01:56:43.799Z,2026-05-19T02:04:37.336Z
npm,@antv,event-emitter,0.2.3,,2026-05-19T01:56:41.360Z,2026-05-19T02:04:37.235Z
npm,@antv,g6-plugins,1.1.9,,2026-05-19T01:56:41.657Z,2026-05-19T02:04:36.650Z
npm,@antv,f2-vue,4.1.33,,2026-05-19T01:56:40.995Z,2026-05-19T02:04:36.634Z
npm,@antv,f2-site,4.1.42,,2026-05-19T01:56:41.325Z,2026-05-19T02:04:36.414Z
npm,@antv,x6-vue-shape,3.1.2,,2026-05-19T01:56:42.682Z,2026-05-19T02:04:35.564Z
npm,@antv,g2-ssr,0.3.0,,2026-05-19T01:56:41.925Z,2026-05-19T02:04:35.135Z
npm,@antv,hierarchy,0.8.1,,2026-05-19T01:56:43.023Z,2026-05-19T02:04:34.378Z
npm,@antv,s2-ssr,0.2.1,,2026-05-19T01:56:42.654Z,2026-05-19T02:04:32.905Z
npm,@antv,g-image-exporter,1.1.42,,2026-05-19T01:56:43.737Z,2026-05-19T02:04:32.000Z
npm,@antv,g-canvaskit,1.2.1,,2026-05-19T01:56:44.542Z,2026-05-19T02:04:30.986Z
npm,@antv,g-plugin-webgl-device,1.10.17,,2026-05-19T01:56:42.322Z,2026-05-19T02:04:29.236Z
npm,@antv,g6-ssr,0.2.1,,2026-05-19T01:56:42.452Z,2026-05-19T02:04:29.197Z
npm,@antv,g-webgl,2.2.1,,2026-05-19T01:56:42.451Z,2026-05-19T02:04:29.193Z
npm,@antv,dw-random,1.2.7,,2026-05-19T01:56:42.114Z,2026-05-19T02:04:27.834Z
npm,,limit-size,0.2.4,,2026-05-19T01:56:41.505Z,2026-05-19T02:04:27.022Z
npm,@antv,async-hook,2.3.9,,2026-05-19T01:56:42.626Z,2026-05-19T02:04:26.924Z
npm,@antv,g-mobile-canvas,1.2.1,,2026-05-19T01:56:43.179Z,2026-05-19T02:04:24.754Z
npm,@antv,g-plugin-gpgpu,1.10.20,,2026-05-19T01:56:40.996Z,2026-05-19T02:04:15.569Z
npm,@antv,g-layout-blocklike,1.8.49,,2026-05-19T01:56:40.864Z,2026-05-19T02:04:14.544Z
npm,@antv,geo-coord,1.1.8,,2026-05-19T01:56:41.980Z,2026-05-19T02:04:06.619Z
npm,@antv,istanbul,0.1.0,,2026-05-19T01:56:41.866Z,2026-05-19T02:03:57.266Z
npm,,echarts-for-react,3.1.7,,2026-05-19T01:56:44.075Z,2026-05-19T02:03:55.486Z
npm,,xmorse,1.1.0,,2026-05-19T01:56:43.104Z,2026-05-19T02:03:52.521Z
npm,@antv,g-compat,1.1.11,,2026-05-19T01:56:41.661Z,2026-05-19T02:03:46.475Z
npm,@lint-md,cli,2.1.0,,2026-05-19T01:56:42.067Z,2026-05-19T02:03:46.085Z
npm,@antv,g-mobile-svg,1.2.1,,2026-05-19T01:56:41.242Z,2026-05-19T02:03:44.923Z
npm,,word-width,1.1.1,,2026-05-19T01:56:40.545Z,2026-05-19T02:03:42.614Z
npm,@antv,f2-wordcloud,5.15.0,,2026-05-19T01:56:40.967Z,2026-05-19T02:03:40.144Z
npm,,filesize.js,2.1.0,,2026-05-19T01:56:41.258Z,2026-05-19T02:03:37.345Z
npm,@antv,f-vue,1.11.0,,2026-05-19T01:56:41.581Z,2026-05-19T02:03:34.316Z
npm,,amapcn,0.2.2,,2026-05-19T01:56:40.925Z,2026-05-19T02:03:31.574Z
npm,,react-adsense,0.2.0,,2026-05-19T01:56:40.962Z,2026-05-19T02:03:27.548Z
npm,@antv,l7-pass,1.1.0,,2026-05-19T01:56:40.697Z,2026-05-19T02:03:26.329Z
npm,@antv,g6-element,0.9.25,,2026-05-19T01:56:41.720Z,2026-05-19T02:03:24.213Z
npm,,gantt-for-react,0.3.0,,2026-05-19T01:56:41.293Z,2026-05-19T02:03:21.913Z
npm,@antv,expr,1.1.2,,2026-05-19T01:56:41.356Z,2026-05-19T02:03:21.823Z
npm,@antv,g-webgpu-engine,0.8.2,,2026-05-19T01:56:41.486Z,2026-05-19T02:03:20.964Z
npm,@antv,gi-sdk-app,1.3.10,,2026-05-19T01:56:40.463Z,2026-05-19T02:03:20.109Z
npm,,jest-random-mock,1.1.0,,2026-05-19T01:56:41.371Z,2026-05-19T02:03:19.740Z
npm,@antv,a8,0.1.1,,2026-05-19T01:56:42.199Z,2026-05-19T02:03:18.091Z
npm,@antv,f2-canvas,1.1.5,,2026-05-19T01:56:41.258Z,2026-05-19T02:03:17.300Z
npm,@antv,g2-extension-ava,0.3.0,,2026-05-19T01:56:41.460Z,2026-05-19T02:03:17.147Z
npm,@antv,f2-algorithm,5.8.0,,2026-05-19T01:56:40.698Z,2026-05-19T02:03:17.043Z
npm,@antv,g-plugin-zdog-canvas-renderer,2.2.1,,2026-05-19T01:56:41.158Z,2026-05-19T02:03:16.255Z
npm,@antv,x6-plugin-export,2.2.6,,2026-05-19T01:56:40.955Z,2026-05-19T02:03:16.176Z
npm,@antv,f6-element,0.1.1,,2026-05-19T01:56:42.075Z,2026-05-19T02:03:15.973Z
npm,,jest-expect,0.1.1,,2026-05-19T01:56:40.908Z,2026-05-19T02:03:15.894Z
npm,@antv,g-plugin-zdog-svg-renderer,2.2.1,,2026-05-19T01:56:40.838Z,2026-05-19T02:03:15.541Z
npm,,jest-less-loader,0.3.0,,2026-05-19T01:56:40.506Z,2026-05-19T02:03:15.539Z
npm,@antv,g-plugin-physx,2.2.1,,2026-05-19T01:56:41.120Z,2026-05-19T02:03:15.328Z
npm,@antv,f-react,1.11.0,,2026-05-19T01:56:41.011Z,2026-05-19T02:03:13.734Z
npm,,slice.js,1.2.1,,2026-05-19T01:56:41.126Z,2026-05-19T02:03:13.532Z
npm,@antv,word-scale-chart,0.4.4,,2026-05-19T01:56:40.777Z,2026-05-19T02:03:13.347Z
npm,,canvas-nest.js,2.1.4,,2026-05-19T01:56:41.944Z,2026-05-19T02:03:12.444Z
npm,@antv,g-plugin-box2d,2.2.1,,2026-05-19T01:56:41.108Z,2026-05-19T02:03:11.386Z
npm,,ai-figure,0.5.0,,2026-05-19T01:56:42.843Z,2026-05-19T02:03:10.234Z
npm,,jest-electron,0.2.12,,2026-05-19T01:56:42.631Z,2026-05-19T02:03:09.680Z
npm,@antv,g-plugin-mobile-interaction,1.1.42,,2026-05-19T01:56:40.712Z,2026-05-19T02:03:08.132Z
npm,@antv,graphin-icons,1.1.0,,2026-05-19T01:56:41.387Z,2026-05-19T02:03:07.931Z
npm,,uri-parse,1.1.0,,2026-05-19T01:56:40.624Z,2026-05-19T02:03:07.547Z
npm,@antv,l7-mini,2.21.8,,2026-05-19T01:56:40.563Z,2026-05-19T02:03:07.357Z
npm,@antv,f2-react,5.15.0,,2026-05-19T01:56:40.750Z,2026-05-19T02:03:06.986Z
npm,@lint-md,parser,0.1.14,,2026-05-19T01:56:42.624Z,2026-05-19T02:03:05.666Z
npm,@antv,d3-color,1.1.0,,2026-05-19T01:56:40.795Z,2026-05-19T02:03:05.551Z
npm,@antv,color-util,2.1.6,,2026-05-19T01:56:41.039Z,2026-05-19T02:03:05.431Z
npm,@antv,matrix-util,3.1.4,,2026-05-19T01:56:41.004Z,2026-05-19T02:03:05.374Z
npm,@antv,github-config-cli,0.2.0,,2026-05-19T01:56:40.838Z,2026-05-19T02:03:04.449Z
npm,@antv,gi-mock-data,1.1.5,,2026-05-19T01:56:40.761Z,2026-05-19T02:03:04.302Z
npm,@antv,g-plugin-a11y,1.5.1,,2026-05-19T01:56:41.379Z,2026-05-19T02:03:04.286Z
npm,,mcp-mermaid,0.5.1,,2026-05-19T01:56:40.854Z,2026-05-19T02:03:03.867Z
npm,@antv,translator,1.1.1,,2026-05-19T01:56:41.182Z,2026-05-19T02:03:03.630Z
npm,@antv,semantic-release-pnpm,1.1.4,,2026-05-19T01:56:40.746Z,2026-05-19T02:03:03.537Z
npm,,timeago-react,3.1.7,,2026-05-19T01:56:41.142Z,2026-05-19T02:03:03.410Z
npm,@antv,l7-mapkit,0.6.0,,2026-05-19T01:56:40.848Z,2026-05-19T02:03:03.318Z
npm,@antv,g-mobile-canvas-element,1.1.42,,2026-05-19T01:56:41.404Z,2026-05-19T02:03:02.827Z
npm,@antv,g6-wx,0.1.1,,2026-05-19T01:56:41.475Z,2026-05-19T02:03:02.799Z
npm,,ast-plugin,0.1.7,,2026-05-19T01:56:40.640Z,2026-05-19T02:03:00.423Z
npm,@antv,g-plugin-control,2.2.1,,2026-05-19T01:56:41.411Z,2026-05-19T02:03:00.313Z
npm,,onfire.js,2.1.1,,2026-05-19T01:56:41.434Z,2026-05-19T02:02:58.551Z
npm,@antv,f6-alipay,0.1.7,,2026-05-19T01:56:40.771Z,2026-05-19T02:02:58.271Z
npm,@antv,vis-predict-engine,0.2.1,,2026-05-19T01:56:40.734Z,2026-05-19T02:02:57.414Z
npm,,jest-url-loader,0.2.0,,2026-05-19T01:56:40.572Z,2026-05-19T02:02:57.361Z
npm,@antv,g-plugin-gesture,2.2.1,,2026-05-19T01:56:40.455Z,2026-05-19T02:02:56.943Z
npm,@antv,my-f2,2.2.7,,2026-05-19T01:56:41.196Z,2026-05-19T02:02:56.891Z
npm,,boring-avatars-vanilla,1.1.2,,2026-05-19T01:56:42.428Z,2026-05-19T02:02:55.534Z
npm,@antv,g6-alipay,0.1.1,,2026-05-19T01:56:41.185Z,2026-05-19T02:02:54.547Z
npm,,babel-plugin-version,0.3.3,,2026-05-19T01:56:40.369Z,2026-05-19T02:02:54.283Z
npm,@antv,g-plugin-css-select,2.2.1,,2026-05-19T01:56:41.088Z,2026-05-19T02:02:53.334Z
npm,@antv,g-shader-components,2.1.0,,2026-05-19T01:56:40.728Z,2026-05-19T02:02:52.854Z
npm,@antv,g-mobile,1.2.5,,2026-05-19T01:56:40.850Z,2026-05-19T02:02:52.538Z
npm,@antv,g-gesture,3.1.42,,2026-05-19T01:56:41.132Z,2026-05-19T02:02:52.461Z
npm,,fixed-round,1.1.2,,2026-05-19T01:56:40.358Z,2026-05-19T02:02:51.358Z
npm,,relationship.js,1.3.9,,2026-05-19T01:56:40.972Z,2026-05-19T02:02:42.621Z
npm,@antv,g-web-animations-api,2.2.32,,2026-05-19T01:56:42.558Z,2026-05-19T02:02:39.418Z
npm,@antv,g-plugin-svg-renderer,2.5.1,,2026-05-19T01:56:42.253Z,2026-05-19T02:02:39.023Z
npm,@antv,g-plugin-svg-picker,2.1.46,,2026-05-19T01:56:40.788Z,2026-05-19T02:02:38.992Z
npm,@antv,g-canvas,2.3.0,,2026-05-19T01:56:44.076Z,2026-05-19T02:02:38.333Z
npm,@antv,g-plugin-dom-interaction,2.2.31,,2026-05-19T01:56:41.174Z,2026-05-19T02:02:38.284Z
npm,@antv,g-plugin-canvas-path-generator,2.2.26,,2026-05-19T01:56:42.807Z,2026-05-19T02:02:38.092Z
npm,@antv,g-plugin-dragndrop,2.2.1,,2026-05-19T01:56:41.489Z,2026-05-19T02:02:37.781Z
npm,@antv,g-plugin-html-renderer,2.4.1,,2026-05-19T01:56:41.576Z,2026-05-19T02:02:37.407Z
npm,@antv,g,6.4.1,,2026-05-19T01:56:44.815Z,2026-05-19T02:02:36.868Z
npm,@antv,g6-extension-react,0.3.7,,2026-05-19T01:56:41.814Z,2026-05-19T02:02:36.603Z
npm,@antv,coord,0.5.7,,2026-05-19T01:56:43.548Z,2026-05-19T02:02:36.597Z
npm,@antv,g-math,3.2.0,,2026-05-19T01:56:42.970Z,2026-05-19T02:02:36.584Z
npm,@antv,graphin,3.1.5,,2026-05-19T01:56:42.235Z,2026-05-19T02:02:36.439Z
npm,,size-sensor,1.1.4,,2026-05-19T01:56:40.635Z,2026-05-19T02:02:36.225Z
npm,@antv,g2-extension-plot,0.3.2,,2026-05-19T01:56:44.423Z,2026-05-19T02:02:36.034Z
npm,@antv,g-plugin-canvas-picker,2.4.1,,2026-05-19T01:56:42.930Z,2026-05-19T02:02:35.702Z
npm,@antv,g-camera-api,2.1.45,,2026-05-19T01:56:43.016Z,2026-05-19T02:02:35.158Z
npm,@antv,algorithm,0.2.26,,2026-05-19T01:56:43.545Z,2026-05-19T02:02:33.190Z
npm,,jest-canvas-mock,2.6.3,,2026-05-19T01:56:42.768Z,2026-05-19T02:02:29.611Z
npm,,jest-date-mock,1.1.11,,2026-05-19T01:56:41.248Z,2026-05-19T02:02:29.575Z
npm,@antv,scale,0.6.2,,2026-05-19T01:56:44.728Z,2026-05-19T02:02:26.361Z
npm,@antv,g-plugin-canvas-renderer,2.6.1,,2026-05-19T01:56:42.587Z,2026-05-19T02:02:26.144Z
npm,@antv,g-dom-mutation-observer-api,2.1.42,,2026-05-19T01:56:41.495Z,2026-05-19T02:02:25.830Z
npm,@antv,g-plugin-image-loader,2.4.1,,2026-05-19T01:56:42.922Z,2026-05-19T02:02:25.828Z
npm,@antv,g-svg,2.2.1,,2026-05-19T01:56:44.479Z,2026-05-19T02:02:25.813Z
npm,@antv,g-lite,2.8.0,,2026-05-19T01:56:44.988Z,2026-05-19T02:02:25.665Z
pypi,,mistralai,2.4.6,,2026-05-12T00:05:16.616Z,2026-05-12T03:05:38.635Z
pypi,,mistralai,2.4.6,,2026-05-12T00:05:16.616Z,2026-05-12T03:05:17.887Z
npm,@opensearch-project,opensearch,3.5.3,,2026-05-12T00:47:39.185Z,2026-05-12T02:14:34.224Z
npm,@opensearch-project,opensearch,3.8.0,,2026-05-12T00:43:54.445Z,2026-05-12T02:12:45.067Z
npm,@opensearch-project,opensearch,3.7.0,,2026-05-12T00:42:29.686Z,2026-05-12T02:11:40.311Z
pypi,,guardrails-ai,0.10.1,,2026-05-12T00:47:09.805Z,2026-05-12T00:59:36.318Z
pypi,,guardrails-ai,0.10.1,,2026-05-12T00:47:09.805Z,2026-05-12T00:59:31.444Z
npm,@opensearch-project,opensearch,3.6.2,,2026-05-12T00:29:34.210Z,2026-05-12T00:36:40.968Z
npm,,cross-stitch,1.1.7,,2026-05-11T23:52:17.867Z,2026-05-11T23:57:49.768Z
npm,@squawk,fix-data,0.6.8,,2026-05-11T23:52:08.323Z,2026-05-11T23:57:46.061Z
npm,@squawk,weather,0.5.10,,2026-05-11T23:51:55.267Z,2026-05-11T23:57:43.472Z
npm,@squawk,icao-registry-data,0.8.8,,2026-05-11T23:52:23.156Z,2026-05-11T23:57:40.672Z
npm,@squawk,airport-data,0.7.8,,2026-05-11T23:52:18.361Z,2026-05-11T23:57:39.719Z
npm,@squawk,flightplan,0.5.6,,2026-05-11T23:51:54.739Z,2026-05-11T23:57:36.860Z
npm,@squawk,units,0.4.7,,2026-05-11T23:51:54.457Z,2026-05-11T23:57:31.082Z
npm,@squawk,flight-math,0.5.8,,2026-05-11T23:51:54.371Z,2026-05-11T23:57:31.028Z
npm,@squawk,mcp,0.9.5,,2026-05-11T23:51:55.508Z,2026-05-11T23:57:30.431Z
npm,@squawk,fixes,0.3.6,,2026-05-11T23:51:54.445Z,2026-05-11T23:57:29.578Z
npm,@squawk,airspace-data,0.5.7,,2026-05-11T23:52:09.491Z,2026-05-11T23:57:27.971Z
npm,@squawk,procedure-data,0.7.7,,2026-05-11T23:52:12.606Z,2026-05-11T23:57:27.660Z
npm,@squawk,navaids,0.4.6,,2026-05-11T23:51:54.173Z,2026-05-11T23:57:26.950Z
npm,@squawk,procedures,0.5.6,,2026-05-11T23:51:55.196Z,2026-05-11T23:57:26.346Z
npm,@squawk,notams,0.3.10,,2026-05-11T23:51:51.623Z,2026-05-11T23:56:50.086Z
npm,@squawk,airways,0.4.6,,2026-05-11T23:51:49.611Z,2026-05-11T23:56:37.581Z
npm,@squawk,airports,0.6.6,,2026-05-11T23:51:52.328Z,2026-05-11T23:56:34.933Z
npm,,ts-dna,3.0.5,,2026-05-11T23:51:53.011Z,2026-05-11T23:56:27.547Z
npm,@squawk,types,0.8.5,,2026-05-11T23:51:52.501Z,2026-05-11T23:56:25.961Z
npm,@squawk,icao-registry,0.5.6,,2026-05-11T23:51:51.316Z,2026-05-11T23:56:25.149Z
npm,@squawk,airspace,0.8.5,,2026-05-11T23:51:53.026Z,2026-05-11T23:56:24.935Z
npm,@squawk,geo,0.4.8,,2026-05-11T23:51:52.532Z,2026-05-11T23:56:24.723Z
npm,@squawk,navaid-data,0.6.8,,2026-05-11T23:51:50.572Z,2026-05-11T23:56:24.688Z
npm,@squawk,airway-data,0.5.8,,2026-05-11T23:51:56.453Z,2026-05-11T23:53:54.188Z
npm,@mistralai,mistralai,2.2.4,,2026-05-11T22:53:59.784Z,2026-05-11T23:07:59.525Z
npm,@squawk,mcp,0.9.4,,2026-05-11T22:57:02.112Z,2026-05-11T23:02:54.383Z
npm,@squawk,types,0.8.3,,2026-05-11T22:55:28.884Z,2026-05-11T23:02:12.143Z
npm,@beproduct,nestjs-auth,0.1.18,,2026-05-11T22:55:03.941Z,2026-05-11T23:02:09.731Z
npm,@squawk,airspace-data,0.5.5,,2026-05-11T22:55:28.875Z,2026-05-11T23:02:07.002Z
npm,,ts-dna,3.0.4,,2026-05-11T22:57:01.936Z,2026-05-11T23:02:05.790Z
npm,,git-git-git,1.0.12,,2026-05-11T22:56:34.548Z,2026-05-11T23:02:05.743Z
npm,@squawk,airway-data,0.5.7,,2026-05-11T22:57:02.533Z,2026-05-11T23:02:05.462Z
npm,@squawk,airports,0.6.5,,2026-05-11T22:57:02.412Z,2026-05-11T23:02:05.321Z
npm,,git-branch-selector,1.3.7,,2026-05-11T22:56:34.934Z,2026-05-11T23:02:05.085Z
npm,@tallyui,pos,0.1.3,,2026-05-11T22:55:40.813Z,2026-05-11T23:02:05.061Z
npm,@tallyui,connector-vendure,1.0.3,,2026-05-11T22:55:41.147Z,2026-05-11T23:02:04.584Z
npm,,cross-stitch,1.1.5,,2026-05-11T22:55:28.996Z,2026-05-11T23:02:04.442Z
npm,@supersurkhet,cli,0.0.7,,2026-05-11T22:55:49.498Z,2026-05-11T23:02:04.366Z
npm,@squawk,mcp,0.9.3,,2026-05-11T22:55:28.769Z,2026-05-11T23:02:04.362Z
npm,@squawk,flightplan,0.5.5,,2026-05-11T22:57:01.980Z,2026-05-11T23:02:04.332Z
npm,@squawk,fix-data,0.6.7,,2026-05-11T22:57:02.842Z,2026-05-11T23:02:04.318Z
npm,@squawk,airspace-data,0.5.6,,2026-05-11T22:57:02.877Z,2026-05-11T23:02:04.270Z
npm,,git-branch-selector,1.3.6,,2026-05-11T22:54:58.300Z,2026-05-11T23:02:04.177Z
npm,@taskflow-corp,cli,0.1.29,,2026-05-11T22:55:49.701Z,2026-05-11T23:02:04.162Z
npm,@squawk,icao-registry-data,0.8.6,,2026-05-11T22:55:28.892Z,2026-05-11T23:02:04.045Z
npm,@squawk,geo,0.4.7,,2026-05-11T22:57:02.414Z,2026-05-11T23:02:04.006Z
npm,@squawk,airport-data,0.7.7,,2026-05-11T22:57:02.128Z,2026-05-11T23:02:04.004Z
npm,@squawk,weather,0.5.8,,2026-05-11T22:55:28.053Z,2026-05-11T23:02:03.915Z
npm,@squawk,geo,0.4.6,,2026-05-11T22:55:28.726Z,2026-05-11T23:02:03.784Z
npm,@squawk,flight-math,0.5.7,,2026-05-11T22:57:02.225Z,2026-05-11T23:02:03.739Z
npm,@squawk,icao-registry,0.5.5,,2026-05-11T22:57:02.363Z,2026-05-11T23:02:03.705Z
npm,@beproduct,nestjs-auth,0.1.19,,2026-05-11T22:56:39.843Z,2026-05-11T23:02:03.702Z
npm,,nextmove-mcp,0.1.7,,2026-05-11T22:56:34.621Z,2026-05-11T23:02:03.699Z
npm,@squawk,airways,0.4.4,,2026-05-11T22:55:28.758Z,2026-05-11T23:02:03.673Z
npm,@tolka,cli,1.0.5,,2026-05-11T22:54:58.678Z,2026-05-11T23:02:03.656Z
npm,@squawk,airways,0.4.5,,2026-05-11T22:57:02.453Z,2026-05-11T23:02:03.632Z
npm,@squawk,fixes,0.3.5,,2026-05-11T22:57:00.619Z,2026-05-11T23:02:03.631Z
npm,,cmux-agent-mcp,0.1.8,,2026-05-11T22:55:49.690Z,2026-05-11T23:02:03.609Z
npm,@tallyui,connector-shopify,1.0.3,,2026-05-11T22:55:40.903Z,2026-05-11T23:02:03.575Z
npm,@squawk,flight-math,0.5.6,,2026-05-11T22:55:28.496Z,2026-05-11T23:02:03.556Z
npm,@squawk,icao-registry,0.5.4,,2026-05-11T22:55:28.558Z,2026-05-11T23:02:03.554Z
npm,@tallyui,components,1.0.3,,2026-05-11T22:55:41.066Z,2026-05-11T23:02:03.537Z
npm,@squawk,navaids,0.4.5,,2026-05-11T22:57:00.606Z,2026-05-11T23:02:03.420Z
npm,,cross-stitch,1.1.6,,2026-05-11T22:57:02.259Z,2026-05-11T23:02:03.395Z
npm,@squawk,notams,0.3.9,,2026-05-11T22:57:01.962Z,2026-05-11T23:02:03.360Z
npm,@squawk,notams,0.3.8,,2026-05-11T22:55:28.582Z,2026-05-11T23:02:03.346Z
npm,@tallyui,theme,0.2.3,,2026-05-11T22:55:41.018Z,2026-05-11T23:02:03.323Z
npm,@squawk,navaids,0.4.4,,2026-05-11T22:55:27.297Z,2026-05-11T23:02:03.253Z
npm,,wot-api,0.8.3,,2026-05-11T22:55:34.086Z,2026-05-11T23:02:03.253Z
npm,@squawk,icao-registry-data,0.8.7,,2026-05-11T22:57:03.428Z,2026-05-11T23:02:03.153Z
npm,@tolka,cli,1.0.6,,2026-05-11T22:56:34.596Z,2026-05-11T23:02:03.148Z
npm,@supersurkhet,sdk,0.0.7,,2026-05-11T22:55:49.846Z,2026-05-11T23:02:03.141Z
npm,@squawk,airspace,0.8.3,,2026-05-11T22:55:28.644Z,2026-05-11T23:02:03.130Z
npm,@squawk,procedure-data,0.7.5,,2026-05-11T22:55:28.927Z,2026-05-11T23:02:03.070Z
npm,@squawk,types,0.8.4,,2026-05-11T22:57:01.236Z,2026-05-11T23:02:02.985Z
npm,@squawk,units,0.4.5,,2026-05-11T22:55:27.445Z,2026-05-11T23:02:02.981Z
npm,@squawk,airspace,0.8.4,,2026-05-11T22:57:02.254Z,2026-05-11T23:02:02.970Z
npm,@squawk,procedures,0.5.4,,2026-05-11T22:55:27.349Z,2026-05-11T23:02:02.961Z
npm,@squawk,flightplan,0.5.4,,2026-05-11T22:55:28.513Z,2026-05-11T23:02:02.960Z
npm,@squawk,fixes,0.3.4,,2026-05-11T22:55:27.325Z,2026-05-11T23:02:02.949Z
npm,@squawk,procedures,0.5.5,,2026-05-11T22:57:02.484Z,2026-05-11T23:02:02.867Z
npm,@tallyui,storage-sqlite,0.2.3,,2026-05-11T22:55:41.308Z,2026-05-11T23:02:02.864Z
npm,@tallyui,connector-woocommerce,1.0.3,,2026-05-11T22:55:41.144Z,2026-05-11T23:02:02.849Z
npm,@squawk,units,0.4.6,,2026-05-11T22:57:02.066Z,2026-05-11T23:02:02.845Z
npm,@tallyui,database,1.0.3,,2026-05-11T22:55:41.258Z,2026-05-11T23:02:02.841Z
npm,@squawk,navaid-data,0.6.7,,2026-05-11T22:57:02.601Z,2026-05-11T23:02:02.832Z
npm,@squawk,airport-data,0.7.6,,2026-05-11T22:55:28.812Z,2026-05-11T23:02:02.832Z
npm,@squawk,procedure-data,0.7.6,,2026-05-11T22:57:02.647Z,2026-05-11T23:02:02.766Z
npm,@squawk,airports,0.6.4,,2026-05-11T22:55:28.641Z,2026-05-11T23:02:02.723Z
npm,@tallyui,connector-medusa,1.0.3,,2026-05-11T22:55:40.822Z,2026-05-11T23:02:02.715Z
npm,@squawk,airway-data,0.5.6,,2026-05-11T22:55:28.609Z,2026-05-11T23:02:02.573Z
npm,,git-git-git,1.0.11,,2026-05-11T22:54:58.281Z,2026-05-11T23:02:02.571Z
npm,,nextmove-mcp,0.1.6,,2026-05-11T22:54:58.295Z,2026-05-11T23:02:02.417Z
npm,,wot-api,0.8.4,,2026-05-11T22:57:08.421Z,2026-05-11T23:02:02.352Z
npm,@squawk,weather,0.5.9,,2026-05-11T22:57:02.061Z,2026-05-11T23:02:02.305Z
npm,,ts-dna,3.0.3,,2026-05-11T22:55:28.239Z,2026-05-11T23:02:02.298Z
npm,@squawk,navaid-data,0.6.6,,2026-05-11T22:55:28.857Z,2026-05-11T23:02:02.199Z
npm,@squawk,fix-data,0.6.6,,2026-05-11T22:55:28.667Z,2026-05-11T23:02:01.985Z
npm,@tallyui,core,0.2.3,,2026-05-11T22:55:40.928Z,2026-05-11T23:02:01.971Z
npm,@mistralai,mistralai,2.2.3,,2026-05-11T22:49:23.971Z,2026-05-11T23:00:13.131Z
npm,@mistralai,mistralai,2.2.2,,2026-05-11T22:45:38.894Z,2026-05-11T23:00:07.535Z
npm,@mistralai,mistralai-azure,1.7.3,,2026-05-11T22:53:59.333Z,2026-05-11T22:59:58.941Z
npm,@mistralai,mistralai-gcp,1.7.3,,2026-05-11T22:53:59.298Z,2026-05-11T22:59:56.325Z
npm,,git-git-git,1.0.10,,2026-05-11T22:48:16.026Z,2026-05-11T22:57:59.629Z
npm,,nextmove-mcp,0.1.5,,2026-05-11T22:48:16.612Z,2026-05-11T22:55:59.325Z
npm,@supersurkhet,sdk,0.0.6,,2026-05-11T22:49:11.686Z,2026-05-11T22:55:05.701Z
npm,@taskflow-corp,cli,0.1.28,,2026-05-11T22:49:11.836Z,2026-05-11T22:55:04.661Z
